x,y,height,momentum_x,bathymetry
0.5,0.5,31.76542,136.4487,0
1.5,0.5,31.66782,137.7403,0
2.5,0.5,31.37752,141.5583,0
3.5,0.5,31.08767,145.2998,0
4.5,0.5,30.79836,148.9637,0
5.5,0.5,30.50967,152.5491,0
6.5,0.5,30.22167,156.0552,0
7.5,0.5,29.93445,159.4814,0
8.5,0.5,29.64807,162.8271,0
9.5,0.5,29.36258,166.0918,0
10.5,0.5,29.07806,169.2752,0
11.5,0.5,28.79456,172.377,0
12.5,0.5,28.51214,175.397,0
13.5,0.5,28.23087,178.3348,0
14.5,0.5,27.95082,181.1905,0
15.5,0.5,27.67204,183.9639,0
16.5,0.5,27.39462,186.6548,0
17.5,0.5,27.11863,189.2633,0
18.5,0.5,26.84416,191.7892,0
19.5,0.5,26.57131,194.2323,0
20.5,0.5,26.3002,196.5925,0
21.5,0.5,26.03096,198.8697,0
22.5,0.5,25.76376,201.0635,0
23.5,0.5,25.49878,203.1736,0
24.5,0.5,25.23626,205.1994,0
25.5,0.5,24.9765,207.1403,0
26.5,0.5,24.71985,208.9955,0
27.5,0.5,24.46676,210.7637,0
28.5,0.5,24.21779,212.4435,0
29.5,0.5,23.97367,214.0329,0
30.5,0.5,23.7353,215.5293,0
31.5,0.5,23.50386,216.9296,0
32.5,0.5,23.28083,218.2297,0
33.5,0.5,23.06807,219.4246,0
34.5,0.5,22.8679,220.5082,0
35.5,0.5,22.68309,221.4735,0
36.5,0.5,22.51682,222.313,0
37.5,0.5,22.37242,223.0197,0
38.5,0.5,22.25289,223.5884,0
39.5,0.5,22.16022,224.019,0
40.5,0.5,22.0945,224.3181,0
41.5,0.5,22.05339,224.5018,0
42.5,0.5,22.03224,224.594,0
43.5,0.5,22.02508,224.6227,0
44.5,0.5,22.02603,224.6147,0
45.5,0.5,22.03055,224.5906,0
46.5,0.5,22.03585,224.5628,0
47.5,0.5,22.04066,224.5371,0
48.5,0.5,22.04459,224.5153,0
49.5,0.5,22.04769,224.4971,0
50.5,0.5,22.05013,224.4818,0
51.5,0.5,22.05206,224.4688,0
52.5,0.5,22.05358,224.4575,0
53.5,0.5,22.05478,224.4475,0
54.5,0.5,22.05573,224.4386,0
55.5,0.5,22.05647,224.4306,0
56.5,0.5,22.05703,224.4232,0
57.5,0.5,22.05746,224.4163,0
58.5,0.5,22.05778,224.4099,0
59.5,0.5,22.05799,224.4038,0
60.5,0.5,22.05812,224.3979,0
61.5,0.5,22.05819,224.3923,0
62.5,0.5,22.05819,224.3868,0
63.5,0.5,22.05815,224.3814,0
64.5,0.5,22.05806,224.3761,0
65.5,0.5,22.05794,224.3708,0
66.5,0.5,22.05779,224.3655,0
67.5,0.5,22.05761,224.3601,0
68.5,0.5,22.05741,224.3547,0
69.5,0.5,22.05718,224.3493,0
70.5,0.5,22.05693,224.3439,0
71.5,0.5,22.05667,224.3383,0
72.5,0.5,22.05639,224.3326,0
73.5,0.5,22.0561,224.3268,0
74.5,0.5,22.05581,224.3209,0
75.5,0.5,22.0555,224.3148,0
76.5,0.5,22.05518,224.3086,0
77.5,0.5,22.05485,224.3022,0
78.5,0.5,22.05451,224.2956,0
79.5,0.5,22.05416,224.2888,0
80.5,0.5,22.05381,224.2818,0
81.5,0.5,22.05345,224.2747,0
82.5,0.5,22.05308,224.2672,0
83.5,0.5,22.05269,224.2597,0
84.5,0.5,22.05229,224.2518,0
85.5,0.5,22.05187,224.2438,0
86.5,0.5,22.05141,224.2356,0
87.5,0.5,22.05085,224.2276,0
88.5,0.5,22.04999,224.2205,0
89.5,0.5,22.04844,224.2163,0
90.5,0.5,22.04532,224.2188,0
91.5,0.5,22.03919,224.2344,0
92.5,0.5,22.02815,224.2718,0
93.5,0.5,22.01052,224.3383,0
94.5,0.5,21.9861,224.4344,0
95.5,0.5,21.95742,224.5484,0
96.5,0.5,21.92966,224.6571,0
97.5,0.5,21.90833,224.7362,0
98.5,0.5,21.89609,224.7745,0
99.5,0.5,21.89123,224.7797,0
