x,y,height,momentum_x,bathymetry
0.5,0.5,18.59571,0.000684757,0
1.5,0.5,18.59571,0.000688199,0
2.5,0.5,18.5957,0.0006753739,0
3.5,0.5,18.5957,0.0006497747,0
4.5,0.5,18.5957,0.0006386194,0
5.5,0.5,18.5957,0.000642049,0
6.5,0.5,18.5957,0.0006602377,0
7.5,0.5,18.5957,0.0006662642,0
8.5,0.5,18.5957,0.0006603353,0
9.5,0.5,18.5957,0.0006697748,0
10.5,0.5,18.5957,0.000694772,0
11.5,0.5,18.5957,0.0007083698,0
12.5,0.5,18.5957,0.0007106868,0
13.5,0.5,18.5957,0.0007289046,0
14.5,0.5,18.5957,0.0007358971,0
15.5,0.5,18.5957,0.0007134927,0
16.5,0.5,18.5957,0.0006886203,0
17.5,0.5,18.5957,0.0006790643,0
18.5,0.5,18.59569,0.0006573083,0
19.5,0.5,18.59569,0.0006228644,0
20.5,0.5,18.59569,0.0006023024,0
21.5,0.5,18.59569,0.0005950565,0
22.5,0.5,18.59569,0.0005734793,0
23.5,0.5,18.59569,0.0005371363,0
24.5,0.5,18.59569,0.0005128568,0
25.5,0.5,18.59569,0.0005005281,0
26.5,0.5,18.59569,0.000500218,0
27.5,0.5,18.59569,0.0004850242,0
28.5,0.5,18.59569,0.0004552453,0
29.5,0.5,18.59569,0.0004382891,0
30.5,0.5,18.59569,0.000434333,0
31.5,0.5,18.59569,0.0004162317,0
32.5,0.5,18.59569,0.0003836922,0
33.5,0.5,18.59569,0.0003632572,0
34.5,0.5,18.59569,0.0003540977,0
35.5,0.5,18.59569,0.0003552019,0
36.5,0.5,18.59569,0.0003654659,0
37.5,0.5,18.59569,0.0003566687,0
38.5,0.5,18.59569,0.0003277835,0
39.5,0.5,18.59569,0.0003050275,0
40.5,0.5,18.59569,0.0002876442,0
41.5,0.5,18.59569,0.0002750185,0
42.5,0.5,18.59569,0.0002666567,0
43.5,0.5,18.59569,0.0002621614,0
44.5,0.5,18.59569,0.0002612059,0
45.5,0.5,18.59569,0.0002635122,0
46.5,0.5,18.59569,0.0002688345,0
47.5,0.5,18.59569,0.0002769479,0
48.5,0.5,18.59569,0.0002876407,0
49.5,0.5,18.59569,0.0003007099,0
50.5,0.5,18.59569,0.000315958,0
51.5,0.5,18.59569,0.0003331919,0
52.5,0.5,18.59569,0.0003522217,0
53.5,0.5,18.59569,0.0003728603,0
54.5,0.5,18.59569,0.000394923,0
55.5,0.5,18.59569,0.0004182271,0
56.5,0.5,18.59569,0.000442591,0
57.5,0.5,18.59569,0.0004678327,0
58.5,0.5,18.59569,0.000493768,0
59.5,0.5,18.59569,0.0005202072,0
60.5,0.5,18.59569,0.000546951,0
61.5,0.5,18.59569,0.0005737854,0
62.5,0.5,18.59569,0.0006004742,0
63.5,0.5,18.59569,0.0006267526,0
64.5,0.5,18.59569,0.0006523166,0
65.5,0.5,18.59569,0.0006768158,0
66.5,0.5,18.59569,0.0006998442,0
67.5,0.5,18.59569,0.0007209331,0
68.5,0.5,18.59569,0.0007395471,0
69.5,0.5,18.59569,0.000755083,0
70.5,0.5,18.59569,0.0007668734,0
71.5,0.5,18.59569,0.000774195,0
72.5,0.5,18.59569,0.0007762809,0
73.5,0.5,18.59569,0.0007723367,0
74.5,0.5,18.59569,0.0007615587,0
75.5,0.5,18.59569,0.000743152,0
76.5,0.5,18.59569,0.0007163491,0
77.5,0.5,18.59569,0.0006804262,0
78.5,0.5,18.59569,0.0006618379,0
79.5,0.5,18.59569,0.0006599958,0
80.5,0.5,18.59569,0.0006472842,0
81.5,0.5,18.59569,0.0006233157,0
82.5,0.5,18.59569,0.00058783,0
83.5,0.5,18.59569,0.0005678298,0
84.5,0.5,18.59569,0.0005633549,0
85.5,0.5,18.59569,0.0005474833,0
86.5,0.5,18.59569,0.0005476751,0
87.5,0.5,18.59569,0.0005643889,0
88.5,0.5,18.59569,0.000571039,0
89.5,0.5,18.59569,0.0005681791,0
90.5,0.5,18.59569,0.000556326,0
91.5,0.5,18.59569,0.0005359075,0
92.5,0.5,18.59569,0.0005072213,0
93.5,0.5,18.59569,0.0004704124,0
94.5,0.5,18.59569,0.0004254725,0
95.5,0.5,18.59569,0.0003993756,0
96.5,0.5,18.59569,0.0003918762,0
97.5,0.5,18.59569,0.0003755528,0
98.5,0.5,18.59569,0.000350092,0
99.5,0.5,18.59569,0.0003152148,0
