x,y,height,momentum_x,bathymetry
0.5,0.5,18.6399,-0.5979521,0
1.5,0.5,18.63307,-0.5054228,0
2.5,0.5,18.6208,-0.3393335,0
3.5,0.5,18.612,-0.220127,0
4.5,0.5,18.60589,-0.1374227,0
5.5,0.5,18.6018,-0.08200332,0
6.5,0.5,18.59917,-0.04618379,0
7.5,0.5,18.59755,-0.02388951,0
8.5,0.5,18.5966,-0.010519,0
9.5,0.5,18.59607,-0.002782293,0
10.5,0.5,18.59581,0.001521145,0
11.5,0.5,18.59569,0.003837797,0
12.5,0.5,18.59567,0.005062643,0
13.5,0.5,18.59568,0.005684786,0
14.5,0.5,18.59572,0.005994642,0
15.5,0.5,18.59577,0.006155181,0
16.5,0.5,18.59582,0.006241824,0
17.5,0.5,18.59587,0.00627695,0
18.5,0.5,18.59591,0.006256482,0
19.5,0.5,18.59594,0.00618874,0
20.5,0.5,18.59597,0.006081928,0
21.5,0.5,18.59599,0.005927661,0
22.5,0.5,18.59601,0.005736628,0
23.5,0.5,18.59603,0.005532886,0
24.5,0.5,18.59605,0.005314058,0
25.5,0.5,18.59606,0.005099787,0
26.5,0.5,18.59607,0.004890246,0
27.5,0.5,18.59608,0.004674332,0
28.5,0.5,18.59609,0.004460891,0
29.5,0.5,18.5961,0.004259,0
30.5,0.5,18.59611,0.004055427,0
31.5,0.5,18.59612,0.003835283,0
32.5,0.5,18.59612,0.003604454,0
33.5,0.5,18.59613,0.003395804,0
34.5,0.5,18.59613,0.003203604,0
35.5,0.5,18.59614,0.003007413,0
36.5,0.5,18.59614,0.002813456,0
37.5,0.5,18.59614,0.002619508,0
38.5,0.5,18.59615,0.002423747,0
39.5,0.5,18.59615,0.002225347,0
40.5,0.5,18.59616,0.00203037,0
41.5,0.5,18.59616,0.001833861,0
42.5,0.5,18.59616,0.001636163,0
43.5,0.5,18.59617,0.001442406,0
44.5,0.5,18.59617,0.001246559,0
45.5,0.5,18.59617,0.001050559,0
46.5,0.5,18.59618,0.0008574635,0
47.5,0.5,18.59618,0.0006701979,0
48.5,0.5,18.59618,0.0005093739,0
49.5,0.5,18.59618,0.0003671444,0
50.5,0.5,18.59618,0.0002247207,0
51.5,0.5,18.59618,8.285307E-05,0
52.5,0.5,18.59618,-6.011724E-05,0
53.5,0.5,18.59618,-0.0002055049,0
54.5,0.5,18.59619,-0.0003589384,0
55.5,0.5,18.59619,-0.0005166668,0
56.5,0.5,18.59618,-0.0006881461,0
57.5,0.5,18.59618,-0.0008779027,0
58.5,0.5,18.59617,-0.001069094,0
59.5,0.5,18.59617,-0.001261788,0
60.5,0.5,18.59617,-0.00145362,0
61.5,0.5,18.59616,-0.001642988,0
62.5,0.5,18.59616,-0.001836322,0
63.5,0.5,18.59616,-0.002028915,0
64.5,0.5,18.59615,-0.002220796,0
65.5,0.5,18.59615,-0.002417128,0
66.5,0.5,18.59614,-0.002611857,0
67.5,0.5,18.59614,-0.002805658,0
68.5,0.5,18.59614,-0.003000081,0
69.5,0.5,18.59613,-0.003196986,0
70.5,0.5,18.59613,-0.003389761,0
71.5,0.5,18.59612,-0.003598514,0
72.5,0.5,18.59612,-0.00382666,0
73.5,0.5,18.59611,-0.004026369,0
74.5,0.5,18.59609,-0.004205728,0
75.5,0.5,18.59608,-0.004392352,0
76.5,0.5,18.59607,-0.004581136,0
77.5,0.5,18.59606,-0.004751085,0
78.5,0.5,18.59604,-0.0048751,0
79.5,0.5,18.59602,-0.004960681,0
80.5,0.5,18.596,-0.005031291,0
81.5,0.5,18.59597,-0.005058939,0
82.5,0.5,18.59593,-0.005018199,0
83.5,0.5,18.59589,-0.004948438,0
84.5,0.5,18.59584,-0.004858175,0
85.5,0.5,18.59579,-0.004731899,0
86.5,0.5,18.59574,-0.004582793,0
87.5,0.5,18.59569,-0.00442458,0
88.5,0.5,18.59563,-0.004274675,0
89.5,0.5,18.59559,-0.00410699,0
90.5,0.5,18.59555,-0.003853315,0
91.5,0.5,18.59554,-0.003349878,0
92.5,0.5,18.59558,-0.002312948,0
93.5,0.5,18.59571,-0.0002102829,0
94.5,0.5,18.59599,0.003894173,0
95.5,0.5,18.59653,0.01144572,0
96.5,0.5,18.59749,0.02465605,0
97.5,0.5,18.59913,0.04679602,0
98.5,0.5,18.60177,0.0824841,0
99.5,0.5,18.60586,0.1378027,0
