x,y,height,momentum_x,bathymetry
0.5,0.5,18.59571,0.001303573,0
1.5,0.5,18.59571,0.001307012,0
2.5,0.5,18.5957,0.001294153,0
3.5,0.5,18.5957,0.001268391,0
4.5,0.5,18.5957,0.001256758,0
5.5,0.5,18.5957,0.001259128,0
6.5,0.5,18.5957,0.00127534,0
7.5,0.5,18.5957,0.001278088,0
8.5,0.5,18.5957,0.001267165,0
9.5,0.5,18.5957,0.00126947,0
10.5,0.5,18.5957,0.001284781,0
11.5,0.5,18.5957,0.001285753,0
12.5,0.5,18.5957,0.00127215,0
13.5,0.5,18.5957,0.001270807,0
14.5,0.5,18.5957,0.001254222,0
15.5,0.5,18.5957,0.001221814,0
16.5,0.5,18.5957,0.001199813,0
17.5,0.5,18.5957,0.001186944,0
18.5,0.5,18.5957,0.001163456,0
19.5,0.5,18.5957,0.0011274,0
20.5,0.5,18.5957,0.001094863,0
21.5,0.5,18.5957,0.001064109,0
22.5,0.5,18.5957,0.001033892,0
23.5,0.5,18.5957,0.001003564,0
24.5,0.5,18.5957,0.0009730083,0
25.5,0.5,18.5957,0.0009424639,0
26.5,0.5,18.5957,0.0009123701,0
27.5,0.5,18.5957,0.0008833624,0
28.5,0.5,18.5957,0.0008565313,0
29.5,0.5,18.5957,0.0008338834,0
30.5,0.5,18.5957,0.0008186479,0
31.5,0.5,18.5957,0.0008149277,0
32.5,0.5,18.59569,0.0007994687,0
33.5,0.5,18.59569,0.0007746666,0
34.5,0.5,18.59569,0.0007681358,0
35.5,0.5,18.59569,0.0007790669,0
36.5,0.5,18.59569,0.0007791319,0
37.5,0.5,18.59569,0.0007670905,0
38.5,0.5,18.59569,0.0007414019,0
39.5,0.5,18.59569,0.0006999592,0
40.5,0.5,18.59569,0.0006676642,0
41.5,0.5,18.59569,0.0006434373,0
42.5,0.5,18.59569,0.0006285308,0
43.5,0.5,18.59569,0.0006264271,0
44.5,0.5,18.59569,0.0006123431,0
45.5,0.5,18.59569,0.0005831109,0
46.5,0.5,18.59569,0.0005563712,0
47.5,0.5,18.59569,0.0005305927,0
48.5,0.5,18.59569,0.000498335,0
49.5,0.5,18.59569,0.000469063,0
50.5,0.5,18.59569,0.0004555121,0
51.5,0.5,18.59569,0.0004483704,0
52.5,0.5,18.59569,0.0004466154,0
53.5,0.5,18.59569,0.0004492825,0
54.5,0.5,18.59569,0.0004554469,0
55.5,0.5,18.59569,0.00046423,0
56.5,0.5,18.59569,0.0004747995,0
57.5,0.5,18.59569,0.0004863601,0
58.5,0.5,18.59569,0.0004981351,0
59.5,0.5,18.59569,0.0005093433,0
60.5,0.5,18.59569,0.0005191774,0
61.5,0.5,18.59569,0.0005267882,0
62.5,0.5,18.59569,0.0005312818,0
63.5,0.5,18.59569,0.0005317306,0
64.5,0.5,18.59569,0.0005272024,0
65.5,0.5,18.59569,0.0005168022,0
66.5,0.5,18.59569,0.0004997239,0
67.5,0.5,18.59569,0.0004753001,0
68.5,0.5,18.59569,0.0004430424,0
69.5,0.5,18.59569,0.000429781,0
70.5,0.5,18.59569,0.0004354259,0
71.5,0.5,18.59569,0.0004329392,0
72.5,0.5,18.59569,0.0004225278,0
73.5,0.5,18.59569,0.0004044691,0
74.5,0.5,18.59569,0.0003790578,0
75.5,0.5,18.59569,0.0003465624,0
76.5,0.5,18.59569,0.0003343163,0
77.5,0.5,18.59569,0.000342471,0
78.5,0.5,18.59569,0.0003439997,0
79.5,0.5,18.59569,0.0003389469,0
80.5,0.5,18.59569,0.0003273244,0
81.5,0.5,18.59569,0.0003091233,0
82.5,0.5,18.59569,0.0002843205,0
83.5,0.5,18.59569,0.0002528804,0
84.5,0.5,18.59569,0.0002147522,0
85.5,0.5,18.59569,0.0001698675,0
86.5,0.5,18.59569,0.0001452567,0
87.5,0.5,18.59569,0.000140814,0
88.5,0.5,18.59569,0.0001293024,0
89.5,0.5,18.59569,0.000110599,0
90.5,0.5,18.59569,0.0001117041,0
91.5,0.5,18.59569,0.0001325139,0
92.5,0.5,18.59569,0.000145828,0
93.5,0.5,18.59569,0.0001515911,0
94.5,0.5,18.59569,0.0001497759,0
95.5,0.5,18.59569,0.0001403809,0
96.5,0.5,18.59569,0.0001234258,0
97.5,0.5,18.59569,9.894432E-05,0
98.5,0.5,18.59569,6.697633E-05,0
99.5,0.5,18.59569,2.756015E-05,0
