x,y,height,momentum_x,bathymetry
0.5,0.5,18.59571,0.001038442,0
1.5,0.5,18.59571,0.001042031,0
2.5,0.5,18.5957,0.001029803,0
3.5,0.5,18.5957,0.001005349,0
4.5,0.5,18.5957,0.0009957857,0
5.5,0.5,18.5957,0.001001106,0
6.5,0.5,18.5957,0.001021281,0
7.5,0.5,18.5957,0.001029122,0
8.5,0.5,18.5957,0.001024477,0
9.5,0.5,18.5957,0.001034167,0
10.5,0.5,18.5957,0.00105764,0
11.5,0.5,18.5957,0.001066868,0
12.5,0.5,18.5957,0.001060556,0
13.5,0.5,18.5957,0.00106433,0
14.5,0.5,18.5957,0.001049823,0
15.5,0.5,18.5957,0.00101662,0
16.5,0.5,18.5957,0.0009926236,0
17.5,0.5,18.5957,0.0009796447,0
18.5,0.5,18.5957,0.0009617014,0
19.5,0.5,18.5957,0.0009402996,0
20.5,0.5,18.5957,0.0009339579,0
21.5,0.5,18.59569,0.0009150723,0
22.5,0.5,18.59569,0.0008827408,0
23.5,0.5,18.59569,0.0008632187,0
24.5,0.5,18.59569,0.0008558586,0
25.5,0.5,18.59569,0.0008330683,0
26.5,0.5,18.59569,0.0007944504,0
27.5,0.5,18.59569,0.0007667609,0
28.5,0.5,18.59569,0.0007496961,0
29.5,0.5,18.59569,0.0007430707,0
30.5,0.5,18.59569,0.0007197488,0
31.5,0.5,18.59569,0.0006798763,0
32.5,0.5,18.59569,0.000650775,0
33.5,0.5,18.59569,0.0006324917,0
34.5,0.5,18.59569,0.0006246617,0
35.5,0.5,18.59569,0.0005992327,0
36.5,0.5,18.59569,0.0005547759,0
37.5,0.5,18.59569,0.000516838,0
38.5,0.5,18.59569,0.000484249,0
39.5,0.5,18.59569,0.0004567904,0
40.5,0.5,18.59569,0.0004355135,0
41.5,0.5,18.59569,0.0004225946,0
42.5,0.5,18.59569,0.0004206246,0
43.5,0.5,18.59569,0.0004044252,0
44.5,0.5,18.59569,0.0003744005,0
45.5,0.5,18.59569,0.0003563574,0
46.5,0.5,18.59569,0.000347871,0
47.5,0.5,18.59569,0.0003463384,0
48.5,0.5,18.59569,0.0003496772,0
49.5,0.5,18.59569,0.0003565332,0
50.5,0.5,18.59569,0.0003661271,0
51.5,0.5,18.59569,0.0003780035,0
52.5,0.5,18.59569,0.0003918458,0
53.5,0.5,18.59569,0.0004073849,0
54.5,0.5,18.59569,0.0004243657,0
55.5,0.5,18.59569,0.0004425354,0
56.5,0.5,18.59569,0.000461639,0
57.5,0.5,18.59569,0.0004814148,0
58.5,0.5,18.59569,0.0005015903,0
59.5,0.5,18.59569,0.0005218768,0
60.5,0.5,18.59569,0.0005419629,0
61.5,0.5,18.59569,0.0005615045,0
62.5,0.5,18.59569,0.0005801107,0
63.5,0.5,18.59569,0.0005973239,0
64.5,0.5,18.59569,0.0006125957,0
65.5,0.5,18.59569,0.0006252597,0
66.5,0.5,18.59569,0.0006345075,0
67.5,0.5,18.59569,0.0006393737,0
68.5,0.5,18.59569,0.0006387327,0
69.5,0.5,18.59569,0.0006313025,0
70.5,0.5,18.59569,0.0006156534,0
71.5,0.5,18.59569,0.0005902241,0
72.5,0.5,18.59569,0.0005533809,0
73.5,0.5,18.59569,0.0005306799,0
74.5,0.5,18.59569,0.0005208912,0
75.5,0.5,18.59569,0.0004963313,0
76.5,0.5,18.59569,0.0004845023,0
77.5,0.5,18.59569,0.0004868202,0
78.5,0.5,18.59569,0.0004784144,0
79.5,0.5,18.59569,0.0004619237,0
80.5,0.5,18.59569,0.0004398489,0
81.5,0.5,18.59569,0.0004141044,0
82.5,0.5,18.59569,0.0003857584,0
83.5,0.5,18.59569,0.0003549839,0
84.5,0.5,18.59569,0.0003211802,0
85.5,0.5,18.59569,0.000283206,0
86.5,0.5,18.59569,0.0002667812,0
87.5,0.5,18.59569,0.0002705229,0
88.5,0.5,18.59569,0.0002661581,0
89.5,0.5,18.59569,0.0002528826,0
90.5,0.5,18.59569,0.0002573887,0
91.5,0.5,18.59569,0.0002795855,0
92.5,0.5,18.59569,0.0002925165,0
93.5,0.5,18.59569,0.0002965077,0
94.5,0.5,18.59569,0.0002919713,0
95.5,0.5,18.59569,0.0002793465,0
96.5,0.5,18.59569,0.0002590577,0
97.5,0.5,18.59569,0.0002314873,0
98.5,0.5,18.59569,0.0001969569,0
99.5,0.5,18.59569,0.000155716,0
