x,y,height,momentum_x,bathymetry
0.5,0.5,19.99453,-19.9179,0
1.5,0.5,19.99183,-19.87736,0
2.5,0.5,19.98487,-19.7732,0
3.5,0.5,19.9735,-19.60278,0
4.5,0.5,19.95592,-19.33971,0
5.5,0.5,19.93022,-18.95573,0
6.5,0.5,19.89457,-18.4244,0
7.5,0.5,19.84754,-17.72546,0
8.5,0.5,19.78831,-16.84866,0
9.5,0.5,19.71687,-15.79618,0
10.5,0.5,19.63408,-14.58335,0
11.5,0.5,19.54162,-13.2375,0
12.5,0.5,19.44185,-11.79556,0
13.5,0.5,19.33765,-10.30089,0
14.5,0.5,19.23219,-8.79991,0
15.5,0.5,19.12873,-7.338892,0
16.5,0.5,19.03039,-5.960819,0
17.5,0.5,18.93996,-4.702694,0
18.5,0.5,18.85969,-3.593076,0
19.5,0.5,18.79107,-2.650092,0
20.5,0.5,18.73478,-1.880235,0
21.5,0.5,18.69061,-1.278411,0
22.5,0.5,18.65756,-0.8295083,0
23.5,0.5,18.63406,-0.511114,0
24.5,0.5,18.61823,-0.2970303,0
25.5,0.5,18.60816,-0.1610103,0
26.5,0.5,18.60213,-0.07962441,0
27.5,0.5,18.59873,-0.0339241,0
28.5,0.5,18.59695,-0.01002495,0
29.5,0.5,18.59609,0.001462793,0
30.5,0.5,18.59571,0.006402011,0
31.5,0.5,18.59557,0.008143662,0
32.5,0.5,18.59554,0.008422481,0
33.5,0.5,18.59555,0.008094751,0
34.5,0.5,18.59557,0.00757979,0
35.5,0.5,18.5956,0.007007037,0
36.5,0.5,18.59563,0.006437492,0
37.5,0.5,18.59565,0.005898856,0
38.5,0.5,18.59567,0.005392993,0
39.5,0.5,18.59569,0.004914444,0
40.5,0.5,18.59571,0.004451344,0
41.5,0.5,18.59572,0.004006409,0
42.5,0.5,18.59574,0.003589103,0
43.5,0.5,18.59575,0.003182775,0
44.5,0.5,18.59576,0.002776247,0
45.5,0.5,18.59577,0.002405123,0
46.5,0.5,18.59577,0.00204545,0
47.5,0.5,18.59578,0.001662205,0
48.5,0.5,18.59578,0.00126709,0
49.5,0.5,18.59579,0.0008869952,0
50.5,0.5,18.59579,0.0005295117,0
51.5,0.5,18.59579,0.0001768916,0
52.5,0.5,18.59579,-0.0001767697,0
53.5,0.5,18.59579,-0.0005293862,0
54.5,0.5,18.59579,-0.000886869,0
55.5,0.5,18.59578,-0.001267132,0
56.5,0.5,18.59578,-0.00166528,0
57.5,0.5,18.59577,-0.002056507,0
58.5,0.5,18.59577,-0.0024289,0
59.5,0.5,18.59576,-0.002798298,0
60.5,0.5,18.59575,-0.003179166,0
61.5,0.5,18.59573,-0.003581188,0
62.5,0.5,18.59572,-0.004010634,0
63.5,0.5,18.59571,-0.004461458,0
64.5,0.5,18.59569,-0.004928573,0
65.5,0.5,18.59567,-0.00539665,0
66.5,0.5,18.59565,-0.005890988,0
67.5,0.5,18.59563,-0.006427006,0
68.5,0.5,18.5956,-0.006994584,0
69.5,0.5,18.59557,-0.00756663,0
70.5,0.5,18.59555,-0.008090528,0
71.5,0.5,18.59554,-0.00842053,0
72.5,0.5,18.59557,-0.008135055,0
73.5,0.5,18.59571,-0.006402662,0
74.5,0.5,18.59609,-0.001483741,0
75.5,0.5,18.59695,0.01001726,0
76.5,0.5,18.59873,0.0339283,0
77.5,0.5,18.60212,0.07961576,0
78.5,0.5,18.60816,0.1610172,0
79.5,0.5,18.61823,0.2970309,0
80.5,0.5,18.63406,0.5111002,0
81.5,0.5,18.65755,0.8295189,0
82.5,0.5,18.69061,1.278431,0
83.5,0.5,18.73478,1.880248,0
84.5,0.5,18.79107,2.650102,0
85.5,0.5,18.85969,3.593081,0
86.5,0.5,18.93996,4.702696,0
87.5,0.5,19.03039,5.960819,0
88.5,0.5,19.12873,7.338892,0
89.5,0.5,19.23219,8.79991,0
90.5,0.5,19.33765,10.30089,0
91.5,0.5,19.44185,11.79556,0
92.5,0.5,19.54162,13.2375,0
93.5,0.5,19.63408,14.58335,0
94.5,0.5,19.71687,15.79617,0
95.5,0.5,19.78831,16.84866,0
96.5,0.5,19.84754,17.72545,0
97.5,0.5,19.89458,18.4244,0
98.5,0.5,19.93022,18.95574,0
99.5,0.5,19.95592,19.33971,0
