x,y,height,momentum_x,bathymetry
0.5,0.5,18.59571,0.0008598033,0
1.5,0.5,18.59571,0.0008633516,0
2.5,0.5,18.5957,0.0008509606,0
3.5,0.5,18.5957,0.0008262013,0
4.5,0.5,18.5957,0.0008162365,0
5.5,0.5,18.5957,0.0008211283,0
6.5,0.5,18.5957,0.000840951,0
7.5,0.5,18.5957,0.0008486674,0
8.5,0.5,18.5957,0.0008443575,0
9.5,0.5,18.5957,0.0008552112,0
10.5,0.5,18.5957,0.0008812826,0
11.5,0.5,18.5957,0.0008954829,0
12.5,0.5,18.5957,0.0008978093,0
13.5,0.5,18.5957,0.0009153406,0
14.5,0.5,18.5957,0.0009208775,0
15.5,0.5,18.5957,0.0008962183,0
16.5,0.5,18.5957,0.0008683184,0
17.5,0.5,18.5957,0.0008550577,0
18.5,0.5,18.59569,0.0008290904,0
19.5,0.5,18.59569,0.0007901691,0
20.5,0.5,18.59569,0.0007651558,0
21.5,0.5,18.59569,0.0007537947,0
22.5,0.5,18.59569,0.000728722,0
23.5,0.5,18.59569,0.0006897077,0
24.5,0.5,18.59569,0.0006636595,0
25.5,0.5,18.59569,0.0006503836,0
26.5,0.5,18.59569,0.000649696,0
27.5,0.5,18.59569,0.0006342944,0
28.5,0.5,18.59569,0.0006039812,0
29.5,0.5,18.59569,0.0005856482,0
30.5,0.5,18.59569,0.0005790256,0
31.5,0.5,18.59569,0.0005566702,0
32.5,0.5,18.59569,0.0005181935,0
33.5,0.5,18.59569,0.00049026,0
34.5,0.5,18.59569,0.0004723521,0
35.5,0.5,18.59569,0.0004638977,0
36.5,0.5,18.59569,0.0004642822,0
37.5,0.5,18.59569,0.0004457463,0
38.5,0.5,18.59569,0.000407639,0
39.5,0.5,18.59569,0.0003764356,0
40.5,0.5,18.59569,0.0003515142,0
41.5,0.5,18.59569,0.0003322867,0
42.5,0.5,18.59569,0.0003182072,0
43.5,0.5,18.59569,0.0003087762,0
44.5,0.5,18.59569,0.0003035422,0
45.5,0.5,18.59569,0.0003021001,0
46.5,0.5,18.59569,0.0003040876,0
47.5,0.5,18.59569,0.0003091798,0
48.5,0.5,18.59569,0.0003170843,0
49.5,0.5,18.59569,0.0003275345,0
50.5,0.5,18.59569,0.0003402848,0
51.5,0.5,18.59569,0.0003551053,0
52.5,0.5,18.59569,0.000371777,0
53.5,0.5,18.59569,0.0003900884,0
54.5,0.5,18.59569,0.0004098315,0
55.5,0.5,18.59569,0.0004307983,0
56.5,0.5,18.59569,0.0004527781,0
57.5,0.5,18.59569,0.0004755535,0
58.5,0.5,18.59569,0.0004988975,0
59.5,0.5,18.59569,0.0005225691,0
60.5,0.5,18.59569,0.00054631,0
61.5,0.5,18.59569,0.0005698404,0
62.5,0.5,18.59569,0.0005928542,0
63.5,0.5,18.59569,0.0006150159,0
64.5,0.5,18.59569,0.0006359569,0
65.5,0.5,18.59569,0.0006552725,0
66.5,0.5,18.59569,0.00067252,0
67.5,0.5,18.59569,0.0006872186,0
68.5,0.5,18.59569,0.0006988499,0
69.5,0.5,18.59569,0.0007068606,0
70.5,0.5,18.59569,0.000710667,0
71.5,0.5,18.59569,0.000709661,0
72.5,0.5,18.59569,0.0007032182,0
73.5,0.5,18.59569,0.0006907062,0
74.5,0.5,18.59569,0.000671495,0
75.5,0.5,18.59569,0.0006449668,0
76.5,0.5,18.59569,0.0006105246,0
77.5,0.5,18.59569,0.0005675982,0
78.5,0.5,18.59569,0.0005427667,0
79.5,0.5,18.59569,0.0005355192,0
80.5,0.5,18.59569,0.0005182486,0
81.5,0.5,18.59569,0.0004904805,0
82.5,0.5,18.59569,0.0004517456,0
83.5,0.5,18.59569,0.0004286973,0
84.5,0.5,18.59569,0.0004208847,0
85.5,0.5,18.59569,0.0004007805,0
86.5,0.5,18.59569,0.0003951825,0
87.5,0.5,18.59569,0.0004039179,0
88.5,0.5,18.59569,0.0003999045,0
89.5,0.5,18.59569,0.0003834352,0
90.5,0.5,18.59569,0.0003821948,0
91.5,0.5,18.59569,0.000396999,0
92.5,0.5,18.59569,0.0004017253,0
93.5,0.5,18.59569,0.0003974485,0
94.5,0.5,18.59569,0.0003852069,0
95.5,0.5,18.59569,0.0003658976,0
96.5,0.5,18.59569,0.0003402057,0
97.5,0.5,18.59569,0.0003085788,0
98.5,0.5,18.59569,0.0002712503,0
99.5,0.5,18.59569,0.000228297,0
